D1,D2,title,cluster
-30.48944,-5.8200912,Crisis on the Planet of the Apes,2
-29.756596,-2.490426,Counter Fight 3,2
-9.018131,-13.518456,Front Defense: Heroes,2
-29.843449,-5.0508122,Shadow Blood VR,2
-31.108408,-4.748993,Permission VR,2
-31.612352,-6.8745146,KRAKEN,2
-28.270483,-1.9782879,The God,2
-34.331062,-5.5762334,Escape Room VR: Stories,2
-31.421082,-4.1085324,CanBoom VR,2
-29.166346,-1.8748168,"House Dating VR: Cute Korean Girl, Sehyun",2
-29.16634,-1.8746474,Perfect Life VR,2
-28.602617,-6.541475,Psyche Soldier VR,2
-29.504576,-6.303331,Lemuria: Lost in Space - VR Edition,2
-30.561392,-4.30865,Just VR Slingshot Target Practice,2
-15.928886,-2.4223053,DinoTrek,2
-29.756273,-2.4904134,Fly Killer VR,2
-31.884918,-2.818579,Neonwall,2
-15.817627,-2.4152472,Lost Legends: The Pharaoh's Tomb,2
-29.843384,-5.0507174,Acrophobia,2
-29.75626,-2.4904356,The Slingshot VR,2
-29.753677,-1.916922,L U N E,2
-30.023396,-4.9959025,Naked Sun,2
-32.743294,-5.731211,RuneSage,2
-30.71447,-1.7425343,Miniature TD - VR,2
-15.390701,-2.8055687,SushiVR,2
-29.690304,-1.7962861,VR Theme Park Rides,2
-28.75767,-2.7967148,Failspace,2
-23.063007,-3.3629541,Apollo Lunar Mission,2
-31.52084,-4.0088515,SchoolJump,2
-18.733902,-2.5426388,Mind OVR Matter,2
-15.95287,-2.8602934,Battle for Mountain Throne,2
-17.96711,-3.1903067,Chroma Lab,2
-29.843437,-5.05055,SiegeVR,2
-34.35677,-6.3528996,Planet Smasher,2
-3.320764,-8.025059,VR Flight Simulator New York - Cessna,2
-29.843428,-5.0507183,Attack of the Bugs,2
-29.69032,-1.7963015,Bubble Labs VR,2
-29.388178,-5.8172636,Wizard Street,2
-30.260153,-1.6102412,Crazy Machines VR,2
-31.421165,-4.1085525,Warka Flarka Flim Flam,2
-30.930307,-5.2932687,Fancy Fishing VR,2
-31.83428,-2.9238398,VectorWave,2
-29.630325,-2.6930478,The Murder Room VR,2
-30.023401,-4.9957714,Chambered,2
-31.678782,-4.9356575,Rangi,2
-31.387619,-5.8754897,El Ministerio del Tiempo VR: El tiempo en tus manos,2
-17.406353,-1.795394,A Story of Distress,2
-31.76131,-5.022603,The Haunted Graveyard,2
-26.88914,-9.990364,RevelationTrestan-尸忆岛,2
-34.689396,-3.0781984,Crashed Lander Demo,2
-30.475843,-5.738164,Diesel Express VR,2
-28.300098,-6.6855407,Void Rangers,2
-33.023933,-5.807322,Unknown Fate,2
-31.67877,-4.9356546,Trickshot,2
-6.873163,6.5353866,Chop It,2
-29.112284,-1.744302,VR Aquarium -雅-,2
-34.89161,-2.6182873,All Hail The Cook-o-tron,2
-27.361315,-7.5208645,Zombie Riot,2
-30.886957,-5.1941605,RollerGirls From Beyond,2
-32.51572,-0.21978146,Hop Step Sing! VR Live Hop☆Summer 2nd,2
-29.388178,-5.8172636,Mech League Hunting,2
-14.309603,-9.504482,VR RunningJoe,2
-30.88692,-5.1941485,Chainless,2
-30.02341,-4.995903,S#arp Shooter,2
-30.489443,-5.8200974,Drone Striker,2
-26.96053,-10.262248,Wings of Peace VR: DayBreak,2
-31.520874,-4.008819,Paper Toss VR,2
-29.843424,-5.0505166,Battle Dome Redux,2
-16.875587,-1.5882677,Primitive Road,2
-33.74153,-4.679747,Munch VR,2
-27.093208,-10.120208,Super Zombie Arcade,2
-29.69032,-1.7963017,Jinxed,2
-31.521002,-4.0088515,Kygo 'Carry Me' VR Experience,2
-31.896954,-2.7626042,Day of Destruction,2
-29.690304,-1.7962863,Happy Drummer VR,2
-15.84767,-2.4170775,"Okay, Panic!",2
-16.956009,-2.9743218,Vacation Simulator,2
-29.753689,-1.9169252,Deep Diving VR,2
-30.47585,-5.738166,Enigma Sphere :Enhanced Edition,2
-28.921488,-2.0742726,Kolb Antarctica Experience,2
-30.75223,-1.758539,Parameter,2
-30.023415,-4.995863,Nemesis,2
-32.936867,-4.7957845,Bounce,2
-31.108393,-4.7490044,Tilted Mind,2
-33.785122,-4.7363787,Henry The Hamster Handler VR,2
-31.421066,-4.108522,The Dream Collector,2
-29.330755,-5.833762,LooWarVR,2
-30.561443,-4.3086224,Chocolat Rush,2
-31.313251,-5.7130866,The Melody of Dust,2
-29.75368,-1.9169228,Flock VR,2
-33.13493,-7.407538,VR Skydiving,2
-30.561407,-4.308621,Archer Guardian VR : The Chapter Zero,2
-15.063317,-1.3477428,Monolith VR,2
-31.387627,-5.875491,Carlos III y la difusión de la antigüedad,2
-30.886951,-5.194159,Evoke,2
-29.070133,-5.257695,VR Mummy Girl,2
-31.678772,-4.9356947,Oodlescape - The Apocalypse,2
-29.753714,-1.9169564,ActionpaintVR,2
-31.421135,-4.108544,BLARP!,2
-30.475824,-5.738147,Always Higher Demo,2
-29.843372,-5.050553,Super Kaiju,2
-29.182661,-6.1559496,Oblivion Tesseract VR,2
-30.475906,-5.7381454,DINO VR,2
-29.7537,-1.9169542,Shoot-No-Shoot,2
-30.023367,-4.995833,Don't Get Hit In The Face,2
-31.678782,-4.9356575,Pyramid VR,2
-3.2498949,-7.95426,Dragonflight,2
-30.493132,-4.2661996,Kingdom of Blades,2
-31.884918,-2.818579,TRANCE VR,2
-29.756285,-2.490417,Russian VR Coasters,2
-16.721573,-1.3809196,The Unwelcomed,2
-33.37607,-5.0555363,Maze Roller,2
-30.023432,-4.995846,Dashy Square VR,2
-31.94905,-4.998063,SculptrVR,2
-30.489449,-5.8200965,The baron got you again,2
-31.42113,-4.108553,Cow Milking Simulator,2
-31.42117,-4.108548,Brix VR,2
-26.960526,-10.26225,Sacred Four,2
-32.905468,-9.120278,Elena,2
-28.513058,-7.611051,Lems,2
-29.843369,-5.050552,Disassembled,2
-14.346573,-9.583368,Wacky Wings VR,2
-28.603798,-5.275797,The Ruins: VR Escape the Room,2
-28.684275,-0.61885995,Discovering Space 2,2
-32.201107,-2.9613316,varBlocks,2
-29.112274,-1.7442994,GyroCube VR,2
-32.00774,-2.9528542,Hand Eye Cubination,2
-29.746138,-2.421301,Kitty Rescue,2
-29.809937,-1.7480606,Model Kit Simulator VR,2
-31.1084,-4.7489934,Directionless,2
-29.16634,-1.8748174,VR Home,2
-30.023401,-4.9958634,Last Byte Standing,2
-30.350277,-7.385752,Keep Watching VR,2
-30.886963,-5.194162,Shatter Quest,2
-30.475876,-5.738154,Orc Hunter VR Demo,2
-31.67877,-4.9356546,Thunderbird: The Legend Begins,2
-29.756632,-2.4903934,Super Ultra Monster Smash!,2
-28.921488,-2.0742722,TRESPASS - Episode 1,2
-28.291615,-7.6666703,POLYBIUS,2
-29.690285,-1.7962298,Dream Coaster VR Remastered,2
-30.023466,-4.995866,A-10 VR,2
-29.03266,-2.74901,Street Champ VR,2
-16.0016,-2.0929983,Escape the Bunker,2
-33.471386,-4.6526628,Vetrix,2
-28.740519,-0.7894309,Kingspray Graffiti VR,2
-15.921375,-1.4435902,ZED,2
-30.793625,-1.9825506,Chamber 19,2
-30.561405,-4.308627,Doritos VR Battle,2
-31.108381,-4.749,Delila's Gift,2
-30.74162,-1.6713996,Mystery Stone from Heaven,2
-26.945168,-10.130711,Christmas Massacre VR,2
-29.38245,-9.164965,Lord Darydikilkil,2
-29.753706,-1.9169495,FlappyU VR,2
-28.516102,-0.55779064,Apollo 11 VR,2
-29.182661,-6.1559496,Oblivion Tesseract VR,2
-28.55478,-0.53558856,Star Chart,2
-31.421202,-4.108565,Wildlife VR,2
-30.489437,-5.820122,Time Transit VR,2
-15.867512,-2.1558552,Temple of the Apsara,2
-30.475857,-5.7381296,Paper Fire Rookie Arcade,2
-31.38767,-5.87551,Digital Domain’s Monkey King™,2
-32.79372,-8.830008,Annie Amber,2
-29.138725,-2.5445793,AHTS Ship Simulator,2
-29.843376,-5.0505247,The Last Operator,2
-29.221363,-2.6467953,HVR Demo,2
-16.318678,-2.97939,Arena: Blood on the Sand VR,2
-30.793625,-1.9825506,Asteroid Turret Defender VR,2
-28.887922,-9.165391,Battle of Red Cliffs VR,2
-29.166224,-1.8748403,You Are Here,2
-29.166216,-1.8747909,VR Crane Master,2
-30.737854,-1.5504378,Block'hood VR,2
-30.518383,-7.429673,Monster Maze VR,2
-31.38761,-5.875493,Crawl Space: The Mansion,2
-31.76131,-5.022603,Arca's Path VR,2
-32.807404,-5.525106,Elevator... to the Moon!,2
-27.62471,-10.312966,Beach Cry of VR,2
-30.475874,-5.7381544,Relativity,2
-29.350414,-0.9242151,Fun VR Farm,2
-29.753666,-1.916924,VR Sand,2
-30.886957,-5.1941605,Forgotten Chambers,2
-31.678724,-4.9356875,Edmonton Trolley Car,2
-31.76131,-5.022603,INVASION!,2
-29.690386,-1.7962701,Dive with Sylvia VR,2
-29.166338,-1.8748175,VR Audio Visualizer,2
-30.56142,-4.308621,The Raiders,2
-34.243557,-5.4913907,Steamliner,2
-29.753685,-1.9169476,Puppy Doge VR,2
-29.69028,-1.7963183,Carnival Games® VR,2
-1.1003369,-5.629585,NoLimits 2 Roller Coaster Simulation,2
-31.42108,-4.108527,TetrotronVR,2
-7.5749826,6.98392,Personal Disco VR,2
-31.421116,-4.108553,Rayball,2
-31.108383,-4.749021,Don't Let Go!,2
-31.678768,-4.9356594,Follow the White Rabbit VR (화이트래빗),2
-1.7131486,-3.2841182,Queendoom,2
-29.221363,-2.6467953,The Tower: Last Stand,2
-29.032965,-2.7484128,Mad Hunting Simulator VR,2
-28.921488,-2.0742726,VR Escape The Puzzle Room,2
-30.02338,-4.995894,Malazard: Magic Defense,2
7.237503,17.905083,Feeling Square?,3
8.066685,-21.31239,Unrect,3
4.9894843,14.290161,Terry Poorflyer,3
-0.4164681,21.795246,You Have 10 Seconds,3
4.7181463,23.501554,Puzzle & Maze,3
8.519305,14.532298,Routine Racers,3
2.8146226,13.506505,Little Bunny,3
8.54185,15.578827,Tap-Tap Adventure,3
1.2107658,26.099937,Puzzle Box,3
5.614777,20.981493,LIMBO,3
3.073594,9.172587,Falling Plus,3
3.8567688,21.9586,Dive,3
5.6664667,16.384245,Heads Run,3
6.185757,18.948158,Goblins and Grottos,3
4.3364263,19.51216,YesterMorrow,3
-1.335145,17.172129,ELMIA,3
9.488485,14.255904,Katana Soul,3
5.4051194,21.382563,Eternal Hope,3
6.987611,9.445887,Martian Law,3
7.791992,11.09796,Rocket Mania,3
4.6704845,16.713587,Tax Fugitive,3
6.4884825,23.539793,Mysterious Blocks,3
6.7854557,15.374208,Jack B. Nimble,3
5.9283586,13.340127,Sigi - A Fart for Melusina,3
1.4366184,11.954775,Alchemania,3
6.3508854,19.027296,Ashi,3
13.036429,16.193777,Gododo,3
-3.241102,18.915636,Eryi's Action,3
10.524295,16.868855,The Little Red Lie,3
-3.1009502,8.747246,Who is the hero of this Game,3
3.5117614,19.450756,Tanglewood,3
4.483931,19.221527,DERE EVIL EXE,3
7.8867817,5.6055093,Lakeview Cabin Collection,3
3.7220607,13.571796,Skull Bullets,3
4.722843,12.091668,Haywire,3
4.8165946,14.453312,Pasta Master,3
0.25434157,15.093368,M-1グランプリへの道　～俺たちの出囃子はもう鳴っている～,3
6.414561,15.705719,Escape the Underground,3
3.2746274,13.98464,Cat's Cradle,3
6.385177,17.507524,Way To Yaatra,3
10.980538,15.57759,Copperbell,3
7.052191,15.447581,Adventure of Leek,3
6.094228,12.99373,The Warrior of Wisdom,3
7.6432505,10.893743,Tether,3
5.2039194,12.373346,Guns Boy,3
2.7919776,13.390299,Dark Hood,3
3.0410743,21.347687,Escape Goat,3
-4.868475,20.462322,Monty Kong,3
4.1616116,12.037527,Mambo Wave,3
-15.0375595,6.07419,Six F and Six 0,3
1.1542022,26.381512,Tangled Up!,3
7.2486463,16.792412,Robot Robert,3
4.4179673,23.527468,FILMECHANISM,3
9.358674,1.1057345,In the dark forest,3
7.311587,12.413478,Animaddicts 3,3
4.2808385,12.97707,Ganryu 2,3
9.495067,1.2355789,Industrial Trouble,3
5.660307,16.334398,Tcheco in the Castle of Lucio,3
6.5951786,17.32301,SwordBounce,3
4.7464232,20.219645,Tales From Space: Mutant Blobs Attack,3
8.970563,18.08929,"Mummy, mummy, mummy!",3
11.237749,20.593573,Happy Hops,3
4.8300896,13.483498,Adventures Nearby,3
15.540121,-13.277816,Residual,3
-3.011165,14.63939,Rendezvous: Shadows of the Past,3
1.1268749,12.684298,Alpha Version.0,3
-4.938767,-8.806517,Galaxy Forces VR,3
6.137968,20.86212,Tricky Fox,3
7.8427796,19.117958,SubDivide,3
5.801952,13.953432,Bloopy & Droopy,3
8.070147,14.151303,RE:Jump Boy,3
-1.1275498,12.936189,Wizorb,3
5.0459194,15.001668,Baby Coyote,3
6.834864,12.997251,Jungles of Maxtheria,3
4.853555,12.799227,Xenogunner,3
6.723935,17.218222,LolliPop: The Best Indie Game,3
5.250726,1.0202932,Mr.Bottle and his dream,3
9.299959,16.19799,Balloon Saga,3
5.4290385,6.8908978,Hazmat Hijinks: Total Meltdown,3
6.2772455,16.065763,reIterate(),3
10.566486,14.484436,Cute Snake,3
-2.4923131,18.509987,Khimera: Destroy All Monster Girls,3
4.816934,13.152179,Saviour of Humanity,3
4.2126975,14.047612,Bluravity,3
3.2722948,14.262393,My Story,3
5.2941885,13.959762,LIFESPAWN,3
-5.5470853,18.426334,The Medic,3
4.4635243,17.442074,"Jacktus Green: The Fluffy, the Spiky and the Spicy",3
-21.706993,21.100214,King of Dragon Balls,3
7.399531,14.3406725,ppL,3
8.418251,17.98667,ROTA,3
5.6138496,17.118816,Musasabi,3
4.930952,13.756731,Solo Fox,3
7.2465296,15.402726,Santa Jump,3
6.4457765,15.919319,Hero of the day,3
5.075687,18.63565,Lost Snowmen,3
4.785297,10.927016,Hero of war,3
8.412357,8.422648,Elephant's Graveyard,3
11.235717,-2.3026311,CODE SHIFTER,3
8.938304,14.528975,SEEP Universe,3
2.8998156,14.220826,Gun Mage,3
3.2465262,21.162521,Swaps and Traps,3
7.167323,3.3338559,Block Sumo,3
4.2952933,14.4429455,Strange Lands,3
6.2552843,7.7725677,Halloween Escape,3
10.899847,17.447508,Clocker,3
7.821111,15.522797,Eyewitness Hopper,3
1.2414407,12.056349,A Frustrating Platformer,3
0.8816169,13.41712,Shots fired in the Dark Forest,3
7.7140985,17.720037,Balloon Jump,3
3.2024493,11.311628,Costa's Classic Cosmic Pizzas,3
19.924023,15.371974,Bio Menace,3
-4.639051,14.384162,TinyPoker,3
6.7359776,12.146812,Bomb Escape,3
2.7160456,16.254726,Vosaria: Lair of the Forgotten,3
4.6817856,21.018438,Toki Tori Demo,3
6.326915,19.774763,PECO,3
8.451531,10.923513,Galaxy Tales: Story of Rapunzel,3
5.352404,12.266518,JAGD LANZER,3
5.9634743,15.85573,Beholder's Lair,3
12.027337,17.827808,Sweet Tooth,3
8.441504,13.475852,New Supper Banana!,3
6.0984898,13.480678,Super Retro World,3
-1.614509,15.146843,Zombie Night Terror,3
7.945504,17.842684,World Splitter,3
19.761786,15.336876,Commander Keen,3
5.9122396,13.645136,Captain Coffer 2D,3
4.6003246,10.546004,Hit Confirmed,3
11.392788,-1.0178255,Fury Fight,3
8.509385,16.024311,Quiet Thoughts,3
8.103805,16.60009,Gravity_Kid,3
7.6811905,16.096727,Curving Over It with Evgeny Podoynikov,3
5.647483,16.766098,Dr. oil,3
7.5549417,17.74366,The Lonely Helmet,3
9.013729,15.19282,Legend of Labot: The Golden Pearl,3
-0.84104717,14.482906,Katana ZERO,3
4.516602,12.099059,ChronoBreach Ultra,3
5.497367,10.71467,helicopter 2.0,3
0.82391274,14.20512,Desert War,3
2.0057044,12.307358,Gos Castle Runner,3
10.871987,14.797964,Mousey Mick,3
6.682528,10.005736,Greedy Bubble,3
9.70956,18.204626,In Between Demo,3
5.4077616,13.4562845,The Horace Trilogy,3
8.511584,11.590591,Klonoa Phantasy Reverie Series,3
0.094472535,12.606865,Run or Die,3
3.369933,11.380553,Para-Lax,3
-1.7475277,15.79526,Daiichi Dash,3
4.7176886,9.93727,Gold Miner,3
3.9000719,10.946025,Girls Pinball,3
3.126679,12.937209,Ink World,3
8.066706,18.598667,GASERB,3
4.2021017,17.89564,Magnetta,3
8.642763,20.445015,Roce's Journey,3
8.309851,18.526258,Sqr(2),3
9.1961,7.737186,Panda Run,3
4.2413387,13.627552,Blade Bros ACTION!,3
0.23879811,11.303729,Knight Terrors,3
4.628975,13.944003,Ponk's Jam,3
3.8011227,15.334044,Ghost Trap,3
3.60073,24.20047,Bliss,3
3.356516,12.265111,Broken Robot,3
4.3483315,20.52453,Miaou Moon,3
7.0336328,19.59366,Peas Adventure,3
-6.205738,8.53047,Beatbuddy: Tale of the Guardians,3
11.3249855,15.615685,Tale of six,3
-6.077193,31.592024,Find the heart,3
5.362522,16.430124,Wormhole,3
4.026456,13.24698,Quest of Wizard,3
-0.61272395,26.691212,Freezeer,3
4.779538,15.611592,Horned Knight,3
3.7120395,10.125704,BadBee,3
5.8344254,19.70706,Welcome Back To 2007,3
6.6751823,17.201647,Super Indie Square,3
5.7414775,17.42409,Ageless,3
12.22107,0.2107527,ArrowBase,3
5.938439,22.058441,Binaries,3
3.9012096,16.426239,Cybarian: The Time Travelling Warrior,3
7.6953683,17.279402,Pokie The Stickfigure,3
5.579615,15.345818,SUPER NANARU,3
4.2622013,10.276786,Skill at Time,3
9.33419,15.446062,The Struggles Of Stefan,3
8.705783,20.52626,Dodge If you Can!,3
4.3847775,9.516267,Escape from the Office,3
5.5999823,13.258588,Swords & Bones 2,3
5.5958443,14.239916,Golden Jetpackman,3
5.289207,5.862906,Find Match Icons,3
4.407384,18.317062,Jump Off The Bridge,3
3.9608967,15.496914,Smilemo,3
9.125265,13.688761,Mystic Space,3
1.2983868,14.495289,Lulu's Temple,3
4.448954,20.06609,Wildfire,3
10.265243,-1.6355121,Legend of Himari,3
7.631927,5.7116675,! That Bastard Is Trying To Steal Our Gold !,3
-9.402327,-28.742819,The Revenge of Mr.Samuel,3
11.0288105,-1.0531827,Okinawa Rush,3
2.9580867,15.199372,MedaAbi: The Mystery of Pusini,3
-9.99137,14.356932,Alien Frontline,3
6.495469,14.790238,Super Neat Cat,3
-7.9973917,19.406597,ARCADE GAME SERIES: DIG DUG,3
6.623097,14.143293,Snowman Saves Christmas,3
5.468031,15.832349,Aspect,3
7.7873507,14.881721,Dimension Quest Pinball,3
2.297889,14.00193,Chaos Girl,3
7.49923,13.471276,Louie,3
3.6487036,21.576643,Macrotis: A Mother's Journey,3
10.769252,16.078712,Unlife,3
6.959633,10.147562,Holy Shit,3
10.077202,15.863074,With You,3
4.526453,16.372753,Squirreltopia,3
-16.230314,3.265691,Seven Bullets Zombie Apocalypse,3
-4.4162846,13.340113,Clash Memory Game,3
6.682919,11.085905,Abiko The Miko 2,3
5.200757,19.240458,Just a ball: Jumping in the space,3
8.669551,10.838483,Oddworld: Soulstorm Enhanced Edition,3
3.914949,5.474299,深陷迷宫,3
3.1080017,14.456016,Vitality Girl Ⅲ:Pixel,3
3.3822856,13.978319,HuH?: and the Adventures of something,3
-2.4624183,11.734054,Super Arkanoid,3
12.857134,15.484447,Haunted Jail: Alcatas,3
6.704765,15.805963,Mega Veg Man,3
6.2625318,15.7053995,Pop Top Adventure,3
9.944871,15.7457905,From Shadows,3
2.061461,10.992835,Run Ninja Run,3
13.218617,4.9798894,Mini Island: Aroma,3
3.4690294,12.892204,Fallen Knight,3
4.1567492,11.230108,Block Breaker Ninja,3
3.9848683,17.60908,Everblade,3
6.811198,13.980753,Drip Drop,3
9.136076,7.522079,Gump,3
3.9292924,13.701668,Old Hunter,3
8.400374,18.780756,Porcini,3
-5.8474646,9.454948,BARRIER X,3
7.4992957,10.995506,Adventures of Quin85,3
9.4304085,13.969617,Adventures of Samuel: The Worst Game Ever Made,3
2.4961452,13.644203,Contract,3
9.401536,17.846203,Buyhads,3
16.722576,5.9210052,暴れん坊天狗 & ZOMBIE NATION,3
6.4691916,14.716537,SDST: Deluxe,3
5.1112585,12.678783,Shadow Gangs,3
7.9630704,13.652394,Hot Pickle!,3
3.239829,14.468491,Cantaloper,3
6.5946145,18.184265,Button Button Up!,3
0.5597464,7.125547,Type:Rider,3
9.087046,17.898813,Blobby Jump,3
2.3316286,11.543717,Jumping Knight,3
26.928314,28.585312,Child vs Clowns,3
7.719039,8.328111,Astro Dash,3
8.464207,14.781634,Get-A-Grip Chip,3
6.9120927,14.355822,Hunt for Junk,3
6.3351293,10.892289,Pharao Reloaded,3
11.084726,14.836628,Flewfie's Adventure,3
5.757278,15.947514,Alien Shepherd,3
4.563075,12.625424,Roar of Revenge,3
5.487577,6.8419566,Born Race,3
6.0040607,14.850985,Mr. Parkour,3
6.42431,16.35294,Galaxy Cat,3
11.841106,4.446341,Qrabbles,3
3.6479628,20.964647,Virus Protocol,3
3.6580567,11.6020355,TrapBot,3
2.02896,13.300887,Platform Builder,3
10.551584,16.939087,Golf Club Wasteland,3
0.61649776,11.7383995,Cat Knight,3
6.016828,0.48668152,Keita's Adventures on the African Savannah,3
-5.833537,31.626753,Fruit Basket,3
-6.1888423,-4.3193927,Pac Adventures 3D,3
4.0010934,16.292583,Timeline Traveler,3
4.7934623,20.889164,Pinstripe,3
1.4913634,11.05697,SkyJumper,3
3.383282,12.691189,Smackit hamster,3
7.3641768,9.460904,Blewie,3
-2.917472,14.799139,Assassin’s Creed® Chronicles: India,3
3.2099817,13.527991,Escape from Covid,3
11.4066105,15.928986,Ziode Shadow,3
5.747425,13.453104,ZADETTE,3
4.2021194,13.573752,Take no Prisoners,3
3.5866199,15.350484,Super Bombinhas,3
6.68346,17.691422,Phaser,3
3.1320672,12.365432,NOTE2,3
6.7220173,18.32373,The Pest,3
1.9403926,12.192401,Pixel Speedrun,3
13.772264,16.66533,Gedaria,3
7.1763625,13.413428,Patriots: Back to Civilization,3
19.226862,-4.2329106,Kinduo,3
3.940026,11.415715,Worker Riot,3
5.8731375,11.322056,Turbo Light Rush,3
4.725438,14.1075735,Fishhead: Blueprint,3
7.1147957,16.558344,Don't Hate Me,3
6.266985,15.759034,The Lost Cube,3
3.2308962,13.122267,Magic Potion Millionaire,3
6.4327636,14.9526205,Saving Mr. Sparkles,3
8.498836,14.003347,Wisly and the Chickens!,3
8.496535,21.771917,Fugitive Criminal,3
2.9712932,12.143682,Weapons Knight,3
5.794757,13.124595,Auf Wiedersehen Monty,3
6.5287538,10.585218,Mailman,3
6.1037936,18.928951,Puzzle Game: Lee inside TV,3
5.542263,16.59561,DOTORI,3
9.840709,16.403606,Telecube Nightmare,3
11.625007,2.7145238,Catch Me!,3
6.4067574,14.291947,Garlic,3
7.5399547,14.481796,Taivas,3
5.0826907,12.333429,Eternal Samurai,3
5.3263187,16.393429,SquareMan,3
6.0525975,15.25448,Road To Adventure!,3
0.93264794,23.691826,BlackEye,3
4.2445335,10.267801,Cat Attack,3
8.042674,13.59903,MARSUPILAMI - HOOBADVENTURE,3
7.884283,18.529623,MMI,3
4.0365167,14.328301,Knight Runaway,3
-1.571512,20.656454,Master Spy,3
4.295197,21.786287,Dark Abyss,3
5.686724,12.65076,CrushBorgs,3
5.553334,11.651102,Super Stereotypical: The Rise of Indiemania,3
3.3751733,13.249074,Madness,3
7.326009,19.25412,Kombinera,3
2.2946641,9.830571,Caveman World: Mountains of Unga Boonga,3
3.3196785,19.943373,Nubarron: The adventure of an unlucky gnome,3
6.731631,16.346857,Almost There: The Platformer,3
8.287301,13.360564,Bot Gaiden,3
3.8397965,15.328496,Move the Window,3
1.2022731,8.171891,AGENT 00111,3
5.706425,15.965972,BURGER MAN,3
8.2987385,15.096147,Amelite,3
7.8084517,16.42852,Death Cube,3
7.311484,7.43845,Splash Jumper,3
6.788011,10.370401,2D Brick Breaker Game | REMASTERED,3
4.443429,20.402891,Ctrl CV,3
7.4927664,19.262053,Crate Knight,3
4.829573,20.118065,Agartha,3
5.047239,17.84875,The StoryTale,3
9.705691,14.826097,Chroma,3
8.573005,-0.26116177,Reloader: test_subject,3
5.0470724,24.082954,Gunbrick: Reloaded,3
6.258062,14.3411665,Goblin Dungeoneer,3
6.3586564,18.60317,Alien Cat 6,3
9.36451,14.093043,Frog Fall Down,3
1.0633752,13.857209,Village Defender,3
5.3949347,14.195848,Barry the Bunny,3
6.9981446,17.676718,LightBall,3
7.4443135,14.836296,Dininho Adventures: Definitive Edition,3
3.4590724,22.195143,Kly-Kly,3
4.8322496,11.839848,Blue fencer Resurrection,3
6.404035,5.194785,THE GREY MAN,3
8.965224,7.3414006,La Vie La Rue,3
6.8629556,18.820112,Escape: Underground,3
15.02537,5.0575414,Gunborg: Dark Matters,3
3.895536,16.145195,Super Onion Boy 2,3
4.7787347,9.816001,Joe and the Gun,3
6.218715,14.13316,Bounder,3
5.290033,13.1875515,Arthur's Revenge,3
6.4385967,20.038025,Get Trolled,3
-11.270538,24.239925,Fall Tower,3
2.0152252,13.178057,Orb Overload,3
4.086557,10.705895,Ninja Ken,3
-0.6800074,22.431108,Beardy McStrongarm,3
5.82428,10.392963,Froggerty Arcade (Triple Game Pack),3
7.824171,19.43586,Box to the Box,3
4.1771383,12.826945,Partless Ron,3
4.859722,8.809323,The Lost Mines,3
5.3635736,9.824224,Digital Janitors,3
7.131186,14.119544,Grapple Dog,3
4.5848455,10.824338,Scoop Kick!,3
4.925322,13.35898,Grimland,3
6.360144,13.65033,Shape Shift Shawn Episode 1: Tale of the Transmogrified,3
6.947105,12.3533325,Fighting for Justice Episode 1,3
5.5923223,15.369998,The Old West Savior,3
9.856487,0.51139694,RUNES Magica,3
13.212688,5.0744057,Mini Island: Summer,3
9.192455,15.781575,Puzzle Box,3
6.2911115,8.074072,Fast Fruit,3
6.200633,15.202798,Coronarun,3
5.020739,17.598732,Infinitrap : Rehamstered,3
8.849448,13.640699,New Slippery Samurai,3
8.582322,5.0090413,Space Otter Charlie,3
6.2235594,17.0561,The Death Into Trouble,3
9.652734,19.31694,Alien Escape,3
10.36776,13.07212,Just Shake It,3
-1.5316421,18.920527,Alexio,3
6.6489296,14.933099,Gravity Escape From The Maze,3
6.1333556,14.807628,Altidudes®,3
4.420441,18.636286,Total Party Kill,3
3.3035002,14.322658,REAL LIFE OF SOLDIERS,3
7.0813265,9.604995,Break It,3
5.630878,13.536484,Just Old,3
5.5275855,19.65635,Moi Mei,3
13.2492,4.0307693,Space Crisis,3
2.918215,15.2144575,Vitality Girl,3
5.4250093,15.469625,Smashing Spirits: Brazil's First Boxer,3
20.058868,-25.814253,When I Was Young,3
4.410544,12.030211,Ninjas Against the Machines,3
7.3422313,17.642332,Repit,3
6.1036134,9.93809,Snake Deluxe,3
7.966115,18.183083,Life Is Not The End!,3
4.709342,20.40772,Life Goes On: Done to Death,3
9.531837,15.03662,Sheepy,3
6.8572936,-21.037893,Darkout,3
-5.354517,9.210406,140,3
-1.4492049,10.228006,Blue Snake Adventures,3
2.097099,14.930144,Emi & The Super Boba,3
4.524888,8.533003,Mushroom Hunter,3
10.014806,13.440893,The Gun Goes; BOOM!,3
5.946855,12.488318,ScubaVenture: The Search for Pirate's Treasure,3
4.7516975,17.062273,Goat over it,3
9.652323,13.718566,Without my arms,3
4.667136,14.338988,Mission: Santa,3
-6.097233,19.38642,Operation of North Kingdom,3
-2.2445939,20.556715,Halloween Forever,3
-2.2446008,20.556725,Halloween Forever,3
3.1561277,14.714636,Son Savaşçı,3
5.940241,8.232509,Gravity SQUARE -グラビティ スクエア-,3
4.3941097,20.284275,Beer Ranger,3
7.9384274,17.812063,Ball at Work: The Ultimate Speedrun Platformer!,3
6.3462095,20.954224,Deja Vu,3
2.596346,14.235254,Two Colours,3
-9.698439,-6.793779,TARS,3
